location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
7th Phase JP Nagar,3 BHK,1275.0,2.0,2.0,107317.0731707317,3,8417025.346724054
Sarjapur  Road,3 BHK,1222.0,2.0,1.0,82926.82926829268,3,6786156.241267813
Varthur,2 BHK,1155.0,2.0,2.0,47560.9756097561,2,4117833.386126069
Electronic City,2 BHK,1000.0,2.0,1.0,36524.39024390244,2,3652439.024390244
Horamavu Banaswadi,2 BHK,1200.0,2.0,1.0,54878.04878048781,2,4573170.731707317
Yelahanka,3 BHK,1517.0,3.0,2.0,86926.82926829268,3,5730179.912214415
Horamavu Agara,2 BHK,1166.0,2.0,1.0,45475.60975609756,2,3900138.057984354
Electronic City,2 BHK,870.0,2.0,2.0,29268.29268292683,2,3364171.5727502103
5th Phase JP Nagar,5 BHK,4000.0,5.0,2.0,207317.07317073172,5,5182926.829268293
Rajaji Nagar,4 Bedroom,1350.0,4.0,1.0,280487.8048780488,4,20776874.43541102
Whitefield,3 BHK,1345.0,3.0,1.0,70731.70731707317,3,5258862.997551909
Dommasandra,3 Bedroom,900.0,3.0,1.0,91463.41463414633,3,10162601.62601626
EPIP Zone,4 BHK,3800.0,5.0,2.0,207317.07317073172,4,5455712.451861361
Chandapura,3 BHK,971.0,2.0,2.0,46341.46341463415,3,4772550.300168295
Hennur,2 BHK,1255.0,2.0,1.0,63804.87804878049,2,5084054.027791274
EPIP Zone,2 BHK,1810.0,2.0,2.0,79268.29268292683,2,4379463.684139604
"Whitefield, ",2 BHK,1300.0,2.0,1.0,70731.70731707317,2,5440900.562851783
Thanisandra,2 BHK,1185.0,2.0,2.0,54878.04878048781,2,4631058.968817536
Pattandur Agrahara,2 BHK,1350.0,2.0,3.0,82926.82926829268,2,6142728.093947606
Budigere,3 BHK,1590.0,3.0,0.0,92878.0487804878,3,5841386.71575395
Thyagaraja Nagar,7 BHK,3000.0,6.0,3.0,219512.19512195123,7,7317073.1707317075
Brookefield,4 Bedroom,1560.0,3.0,2.0,181707.31707317074,4,11647904.940587867
Off Bannergatta Road,3 BHK,1645.0,3.0,2.0,106097.56097560975,3,6449699.755356217
Channasandra,3 Bedroom,1200.0,3.0,1.0,82646.34146341463,3,6887195.12195122
Kengeri Satellite Town,2 BHK,1170.0,2.0,3.0,60975.60975609756,2,5211590.577444237
Sarjapur  Road,4 BHK,3420.0,4.0,2.0,274390.243902439,4,8023106.546854941
Hulimavu,3 BHK,1320.0,2.0,2.0,79268.29268292683,3,6005173.688100517
Bhoganhalli,3 BHK,1610.0,3.0,2.0,103085.36585365854,3,6402817.754885624
Frazer Town,3 BHK,1870.0,3.0,3.0,219512.19512195123,3,11738620.059997391
Sarjapur  Road,3 BHK,1510.0,2.0,1.0,134146.34146341463,3,8883863.673073817
Kammagondahalli,6 Bedroom,2700.0,7.0,3.0,134146.34146341463,6,4968383.017163505
Kanakapura  Rod,3 BHK,1305.0,2.0,1.0,55707.31707317073,3,4268759.9289786
Mahadevpura,3 BHK,1500.0,2.0,1.0,85365.85365853658,3,5691056.910569105
Indira Nagar,2 BHK,1149.0,2.0,1.0,158536.58536585365,2,13797788.108429387
Thanisandra,4 BHK,1948.0,4.0,2.0,157317.07317073172,4,8075825.111433866
Margondanahalli,3 Bedroom,1448.0,3.0,1.0,85365.85365853658,3,5895431.88249562
Sarjapur  Road,2 BHK,1242.0,2.0,1.0,95121.9512195122,2,7658772.239896312
Sonnenahalli,2 BHK,1268.0,2.0,1.0,70731.70731707317,2,5578210.356236055
Ramamurthy Nagar,2 BHK,1101.0,2.0,1.0,60975.60975609756,2,5538202.520989788
Kallumantapa,2 BHK,1255.0,2.0,3.0,79268.29268292683,2,6316198.620153532
Gunjur,3 BHK,1362.0,3.0,1.0,76378.0487804878,3,5607786.254073994
Sarjapur  Road,3 BHK,984.0,3.0,2.0,170731.70731707316,3,17350783.263930198
Hosa Road,2 BHK,1089.0,2.0,1.0,39841.46341463415,2,3658536.5853658537
Byrathi Village,2 BHK,800.0,1.0,3.0,115853.65853658537,2,14481707.317073172
Uttarahalli,3 BHK,1345.0,2.0,1.0,69512.19512195123,3,5168192.945869979
Thanisandra,8 Bedroom,3600.0,9.0,3.0,152439.0243902439,8,4234417.344173442
Krishna Nagar,4 Bedroom,1650.0,2.0,1.0,170731.70731707316,4,10347376.201034736
Kaggalipura,2 BHK,950.0,2.0,1.0,54878.04878048781,2,5776636.713735558
HBR Layout,2 BHK,1068.0,2.0,1.0,52439.0243902439,2,4910021.010322463
Yelahanka New Town,2 BHK,860.0,1.0,2.0,37804.87804878049,2,4395916.052183778
Yelahanka,3 BHK,1756.0,3.0,2.0,81378.0487804878,3,4634285.238068782
Whitefield,2 BHK,1205.0,2.0,1.0,50000.0,2,4149377.593360996
Banashankari,3 BHK,1800.0,3.0,2.0,152439.0243902439,3,8468834.688346883
Ashok Nagar,4 BHK,8321.0,5.0,2.0,3551219.512195122,4,42677797.286325224
Hormavu,3 BHK,1604.0,3.0,0.0,82926.82926829268,3,5170001.8247065265
Old Airport Road,4 BHK,2732.0,4.0,3.0,248780.48780487804,4,9106167.196371818
Chandapura,2 BHK,1015.0,2.0,2.0,31560.975609756097,2,3109455.725099123
Banashankari,3 BHK,1200.0,2.0,2.0,51219.51219512195,3,4268292.682926829
Ananth Nagar,2 BHK,1010.0,2.0,2.0,46341.46341463415,2,4588263.704419223
Nagarbhavi,2 Bedroom,1250.0,3.0,0.0,207317.07317073172,2,16585365.853658538
Doddakallasandra,2 BHK,1010.0,2.0,1.0,50000.0,2,4950495.049504951
Yelahanka,2 BHK,1050.0,2.0,2.0,40365.85365853659,2,3844367.0150987227
Harlur,3 BHK,1710.0,3.0,2.0,103658.53658536586,3,6061902.724290402
Mysore Road,3 BHK,1248.52,3.0,2.0,140243.9024390244,3,11232811.844345657
Attibele,1 BHK,410.0,1.0,1.0,12195.121951219513,1,2974419.98810232
Bannerghatta Road,3 BHK,1656.0,2.0,1.0,76743.90243902439,3,4634293.625544951
Naganathapura,3 BHK,1451.0,3.0,1.0,82926.82926829268,3,5715150.190785161
Giri Nagar,6 BHK,1200.0,3.0,0.0,213414.63414634147,6,17784552.845528457
JP Nagar,2 BHK,1250.0,2.0,2.0,113414.63414634146,2,9073170.731707316
Meenakunte,3 Bedroom,4395.0,3.0,3.0,292682.9268292683,3,6659452.26005161
Hebbal,4 BHK,4600.0,6.0,2.0,792682.9268292683,4,17232237.539766703
Sonnenahalli,3 BHK,1340.0,2.0,3.0,51219.51219512195,3,3822351.656352384
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,2.0,46951.21951219512,2,4268292.682926829
 Devarachikkanahalli,3 BHK,1700.0,3.0,1.0,86585.36585365854,3,5093256.81492109
Yelahanka,6 Bedroom,1200.0,5.0,0.0,182926.82926829267,6,15243902.439024389
KR Puram,2 BHK,1096.0,2.0,1.0,52439.0243902439,2,4784582.51735802
Electronic City Phase II,2 BHK,1160.0,2.0,1.0,40853.65853658537,2,3521867.1152228764
"Sarjapur Road, ",3 BHK,1936.0,3.0,2.0,169512.19512195123,3,8755795.202580124
Nehru Nagar,3 BHK,1269.0,2.0,2.0,76829.26829268293,3,6054315.86230756
Richmond Road,3 BHK,3500.0,3.0,1.0,768292.6829268293,3,21951219.512195125
Panathur,3 BHK,1586.0,3.0,1.0,152439.0243902439,3,9611539.999384861
Rajaji Nagar,2 BHK,1376.0,2.0,1.0,151219.51219512196,2,10989790.130459445
Kanakpura Road,3 BHK,1452.0,3.0,3.0,68902.43902439025,3,4745347.040247262
Hosa Road,3 BHK,1538.0,3.0,1.0,130487.80487804877,3,8484252.592851026
Hosur Road,3 BHK,1427.0,2.0,1.0,158536.58536585365,3,11109781.735518826
Upadhyaya Layout,2 BHK,935.0,2.0,0.0,48780.48780487805,2,5217164.471109952
Ashwath Nagar,2 BHK,1220.0,2.0,3.0,79268.29268292683,2,6497401.039584166
Harlur,2 BHK,1197.0,2.0,1.0,93902.43902439025,2,7844815.290258165
Varthur,2 BHK,674.0,1.0,1.0,24268.292682926825,2,3600636.8965766807
Kengeri,1 BHK,410.0,1.0,1.0,18292.682926829268,1,4461629.98215348
Thanisandra,3 BHK,1573.0,3.0,1.0,109756.09756097561,3,6977501.434264184
Dodda Nekkundi,2 BHK,1135.0,2.0,2.0,70731.70731707317,2,6231868.486085742
Huskur,3 BHK,1400.0,2.0,1.0,49304.87804878049,3,3521777.003484321
Agrahara Dasarahalli,1 BHK,1200.0,1.0,0.0,79268.29268292683,1,6605691.056910569
Ittamadu,3 Bedroom,1800.0,3.0,0.0,115853.65853658537,3,6436314.363143631
Avalahalli,3 BHK,2045.0,3.0,2.0,131707.31707317074,3,6440455.602600036
Sonnenahalli,2 BHK,1268.0,2.0,1.0,68292.68292682926,2,5385858.274986534
Kambipura,2 BHK,883.0,2.0,1.0,47560.9756097561,2,5386293.953539762
Yelahanka,3 BHK,1600.0,3.0,3.0,121951.21951219512,3,7621951.219512195
Thanisandra,2 BHK,1056.0,2.0,2.0,85365.85365853658,2,8083887.657058388
KR Puram,2 BHK,1204.0,2.0,2.0,70731.70731707317,2,5874726.521351593
Tejaswini Nagar,3 BHK,1410.0,2.0,1.0,65853.65853658537,3,4670472.23663726
Hennur Road,2 BHK,1460.0,2.0,1.0,97926.82926829268,2,6707317.073170731
Dodda Nekkundi,2 BHK,1100.0,2.0,1.0,50219.51219512195,2,4565410.199556541
Govindapura,2 BHK,1310.0,2.0,1.0,107317.0731707317,2,8192142.99013219
Sector 2 HSR Layout,3 BHK,1600.0,3.0,2.0,109756.09756097561,3,6859756.097560976
Lottegolla Halli,2 BHK,1250.0,2.0,2.0,67073.17073170732,2,5365853.658536585
Sarjapur  Road,3 BHK,1665.0,3.0,2.0,91378.04878048782,3,5488171.097927197
Uttarahalli,3 BHK,1345.0,2.0,1.0,69512.19512195123,3,5168192.945869979
Hosahalli Extension,5 Bedroom,2000.0,5.0,2.0,292682.9268292683,5,14634146.341463413
Singasandra,2 BHK,1416.0,2.0,2.0,81707.31707317074,2,5770290.753754996
HSR Layout,2 BHK,1145.0,2.0,2.0,56097.560975609755,2,4899350.303546703
Munnekollal,10 Bedroom,7200.0,10.0,3.0,243902.43902439025,10,3387533.8753387537
Jigani,3 BHK,1231.0,3.0,2.0,70731.70731707317,3,5745873.868161915
Yelahanka,3 BHK,1664.0,3.0,0.0,90182.9268292683,3,5419647.045028144
TC Palaya,3 Bedroom,2000.0,3.0,1.0,92682.9268292683,3,4634146.341463415
Rajiv Nagar,2 BHK,972.0,2.0,2.0,52439.0243902439,2,5394961.357020978
3rd Phase JP Nagar,4 BHK,4500.0,4.0,3.0,420731.7073170732,4,9349593.49593496
Bellandur,2 BHK,1185.0,2.0,1.0,57792.68292682927,2,4877019.656272512
Green Glen Layout,3 BHK,1750.0,3.0,2.0,98780.48780487805,3,5644599.303135889
Balagere,2 BHK,1007.0,2.0,1.0,82926.82926829268,2,8235037.66318696
Rajaji Nagar,3 BHK,1700.0,3.0,2.0,243902.43902439025,3,14347202.295552367
Whitefield,2 BHK,1250.0,2.0,2.0,103658.53658536586,2,8292682.926829269
Telecom Layout,2 BHK,1200.0,2.0,1.0,65853.65853658537,2,5487804.87804878
Horamavu Agara,2 BHK,994.0,2.0,1.0,51560.9756097561,2,5187220.88629337
Ramamurthy Nagar,2 BHK,1150.0,2.0,2.0,48780.48780487805,2,4241781.548250265
Thanisandra,2 BHK,1220.0,2.0,2.0,56097.560975609755,2,4598160.7357057175
Hennur Gardens,2 BHK,1441.0,2.0,1.0,140243.9024390244,2,9732401.279599193
Old Madras Road,2 BHK,1157.0,2.0,2.0,57707.31707317073,2,4987667.854206632
RPC layout,6 BHK,1300.0,6.0,3.0,182926.82926829267,6,14071294.559099436
Thigalarapalya,2 BHK,1400.0,2.0,2.0,128048.78048780488,2,9146341.463414634
Tindlu,3 BHK,1370.07,3.0,1.0,79268.29268292683,3,5785711.144899664
Magadi Road,5 Bedroom,1200.0,4.0,1.0,158536.58536585365,5,13211382.113821138
Judicial Layout,2 BHK,900.0,2.0,1.0,48780.48780487805,2,5420054.200542006
Kodipalya,1 BHK,418.0,1.0,1.0,20731.70731707317,1,4959738.592601237
Vishwapriya Nagar,3 Bedroom,1200.0,3.0,1.0,97560.9756097561,3,8130081.300813009
ISRO Layout,2 BHK,1200.0,2.0,3.0,52439.0243902439,2,4369918.699186992
Talaghattapura,2 BHK,1062.0,2.0,1.0,51804.87804878049,2,4878048.780487805
Kanakpura Road,2 BHK,1120.0,2.0,1.0,62195.12195121951,2,5553135.888501742
Bannerghatta Road,2 BHK,1012.0,2.0,1.0,53658.53658536585,2,5302226.935312831
Postal Colony,3 Bedroom,1500.0,2.0,1.0,243902.43902439025,3,16260162.601626018
Kadabagere,2 BHK,675.0,2.0,2.0,16463.414634146342,2,2439024.3902439023
Kanakpura Road,2 BHK,1430.0,2.0,2.0,95121.9512195122,2,6651884.700665189
Channasandra,3 BHK,1195.0,2.0,1.0,68292.68292682926,3,5714868.864169813
Old Madras Road,3 BHK,2640.0,5.0,1.0,182926.82926829267,3,6929046.563192904
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,51219.51219512195,3,4764605.7855927395
Hennur Road,3 BHK,1570.0,3.0,0.0,92670.73170731706,3,5902594.376262233
Kammanahalli,6 Bedroom,782.0,4.0,2.0,103658.53658536586,6,13255567.33828208
Sonnenahalli,2 BHK,1011.0,2.0,1.0,71951.21951219512,2,7116836.747002484
7th Phase JP Nagar,3 BHK,1450.0,2.0,1.0,124390.24390243902,3,8578637.510513036
Sarjapur  Road,2 BHK,1129.0,2.0,1.0,84146.34146341463,2,7453174.620320162
Sarjapura - Attibele Road,2 BHK,1126.0,2.0,1.0,43902.439024390245,2,3898973.270372136
Sarjapur  Road,3 BHK,1180.0,2.0,2.0,54878.04878048781,3,4650682.100041339
1st Block HRBR Layout,3 Bedroom,600.0,4.0,2.0,152439.0243902439,3,25406504.065040648
Bannerghatta,4 Bedroom,940.0,4.0,2.0,54878.04878048781,4,5838090.295796575
Hennur Road,3 BHK,1933.0,3.0,2.0,170731.70731707316,3,8832473.218679419
TC Palaya,2 BHK,1082.0,2.0,2.0,78048.78048780488,2,7213380.821423741
LB Shastri Nagar,8 Bedroom,2400.0,8.0,1.0,304878.0487804878,8,12703252.032520324
Anwar Layout,1 BHK,610.0,1.0,0.0,34146.34146341463,1,5597760.895641743
Raja Rajeshwari Nagar,4 Bedroom,1560.0,4.0,1.0,195121.9512195122,4,12507817.385866167
Kathriguppe,3 BHK,1300.0,3.0,3.0,95109.75609756097,3,7316135.0844277665
Kudlu Gate,4 Bedroom,3850.0,6.0,0.0,250000.0,4,6493506.493506493
CV Raman Nagar,2 BHK,1125.0,2.0,1.0,56097.560975609755,2,4986449.864498644
Bileshivale,6 Bedroom,2400.0,7.0,2.0,130487.80487804877,6,5436991.869918699
Kengeri Satellite Town,2 BHK,777.4,2.0,0.0,30487.80487804878,2,3921765.48469884
Battarahalli,4 BHK,2500.0,3.0,1.0,79268.29268292683,4,3170731.707317073
Dodda Nekkundi Extension,3 BHK,1864.0,3.0,2.0,146341.46341463414,3,7850936.8784674965
Whitefield,2 BHK,1115.0,2.0,1.0,63304.87804878049,2,5677567.538007218
Kengeri,1 BHK,400.0,1.0,1.0,30487.80487804878,1,7621951.219512195
Rajaji Nagar,2 BHK,1200.0,2.0,1.0,85365.85365853658,2,7113821.138211382
Ananth Nagar,2 BHK,992.0,2.0,2.0,30243.90243902439,2,3048780.487804878
Jakkasandra Extension,2 BHK,950.0,2.0,3.0,69512.19512195123,2,7317073.170731708
R.T. Nagar,4 Bedroom,1500.0,4.0,3.0,225609.75609756098,4,15040650.406504067
Bellandur,2 BHK,1200.0,2.0,1.0,75609.75609756098,2,6300813.008130082
GM Palaya,3 BHK,1735.0,3.0,2.0,85365.85365853658,3,4920222.112883952
BTM 2nd Stage,3 BHK,1750.0,3.0,3.0,209756.0975609756,3,11986062.717770034
HSR Layout,2 BHK,1009.0,2.0,2.0,68292.68292682926,2,6768353.114651066
Jalahalli,3 BHK,1470.0,2.0,3.0,124390.24390243902,3,8461921.353907416
Bannerghatta Road,3 BHK,1527.0,3.0,2.0,140243.9024390244,3,9184276.518600157
Singapura Village,2 BHK,985.0,2.0,1.0,54878.04878048781,2,5571375.510709422
Chandapura,4 Bedroom,3300.0,4.0,2.0,164634.1463414634,4,4988913.525498891
Whitefield,2 BHK,1277.0,2.0,1.0,93902.43902439025,2,7353362.492121397
Nallurhalli,2 BHK,1100.0,2.0,1.0,75609.75609756098,2,6873614.190687361
Whitefield,3 BHK,1820.0,3.0,2.0,170731.70731707316,3,9380863.039399624
Puttanahalli,4 BHK,1530.0,3.0,3.0,106097.56097560975,4,6934481.109516977
Banashankari,3 BHK,1886.0,3.0,2.0,250000.0,3,13255567.338282079
Chandra Layout,3 Bedroom,1200.0,2.0,0.0,231707.31707317074,3,19308943.089430895
Jakkur,3 BHK,1880.0,4.0,2.0,134146.34146341463,3,7135443.69486248
Hennur,2 BHK,1255.0,2.0,2.0,63841.46341463415,2,5086969.196385192
Kanakpura Road,2 BHK,700.0,2.0,1.0,43902.439024390245,2,6271777.003484322
Somasundara Palya,2 BHK,1140.0,2.0,2.0,56097.560975609755,2,4920838.682071031
Electronic City Phase II,2 BHK,1025.0,2.0,1.0,36097.560975609755,2,3521713.265913147
Whitefield,4 Bedroom,3453.0,4.0,2.0,301219.51219512196,4,8723414.775416216
Uttarahalli,3 BHK,1490.0,2.0,2.0,72682.9268292683,3,4878048.780487805
Akshaya Vana,4 Bedroom,1200.0,4.0,2.0,201219.51219512196,4,16768292.68292683
Sarjapur  Road,3 BHK,1850.0,3.0,2.0,170731.70731707316,3,9228740.936058009
Kaikondrahalli,2 BHK,1250.0,2.0,1.0,95121.9512195122,2,7609756.097560976
Kamakya Layout,4 BHK,2400.0,3.0,1.0,131707.31707317074,4,5487804.87804878
Kodihalli,4 BHK,3522.0,5.0,3.0,873170.731707317,4,24791900.389191285
Jalahalli,2 BHK,1244.0,2.0,2.0,107317.0731707317,2,8626774.370637596
Kumaraswami Layout,4 Bedroom,623.0,4.0,1.0,91463.41463414633,4,14681125.944485767
Kengeri Satellite Town,2 BHK,1025.0,2.0,1.0,34841.46341463415,2,3399167.1624033316
Sarjapur  Road,2 BHK,1034.0,2.0,1.0,46341.46341463415,2,4481766.287682219
Kengeri Satellite Town,3 BHK,1191.0,2.0,2.0,40658.53658536586,3,3413814.99457312
Kasavanhalli,3 BHK,1719.0,3.0,2.0,86585.36585365854,3,5036961.364378042
7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,47963.41463414634,2,4634146.341463414
2nd Stage Nagarbhavi,4 Bedroom,1500.0,3.0,2.0,280487.8048780488,4,18699186.99186992
Hosa Road,3 BHK,1470.0,2.0,2.0,102707.31707317074,3,6986892.317902772
Yelahanka,2 BHK,1140.0,2.0,1.0,61780.48780487805,2,5419341.0355156185
Harlur,3 BHK,1752.12,3.0,2.0,152439.0243902439,3,8700261.648188703
BTM 1st Stage,6 Bedroom,600.0,6.0,2.0,97560.9756097561,6,16260162.601626018
2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,1.0,102439.0243902439,4,17073170.731707316
Old Madras Road,3 BHK,2990.0,3.0,2.0,207317.07317073172,3,6933681.37694755
Bannerghatta Road,3 BHK,1660.0,3.0,2.0,103658.53658536586,3,6244490.155744932
Electronic City,3 BHK,1275.0,3.0,3.0,77353.65853658537,3,6066953.610712578
Bommasandra Industrial Area,3 BHK,1365.0,3.0,1.0,64402.439024390245,3,4718127.4010542305
"MEI layout, Bagalgunte",3 Bedroom,1200.0,2.0,0.0,109756.09756097561,3,9146341.463414634
Banashankari Stage VI,3 BHK,1392.0,3.0,1.0,84707.31707317072,3,6085295.76675077
Whitefield,2 BHK,1245.0,2.0,1.0,72878.0487804878,2,5853658.536585365
Rayasandra,5 Bedroom,1200.0,3.0,1.0,79268.29268292683,5,6605691.056910569
Yeshwanthpur,2 BHK,1162.0,2.0,2.0,78146.34146341463,2,6725158.473615717
Singasandra,3 BHK,1476.0,2.0,1.0,89024.39024390244,3,6031462.753651926
KR Puram,1 BHK,700.0,1.0,1.0,26219.51219512195,1,3745644.5993031356
Gnana Bharathi,6 Bedroom,3600.0,6.0,1.0,207317.07317073172,6,5758807.588075882
Jigani,2 BHK,943.0,2.0,2.0,58536.58536585366,2,6207485.192561364
Pai Layout,2 Bedroom,1150.0,2.0,1.0,207317.07317073172,2,18027571.58006363
Sarjapur  Road,2 BHK,1113.0,2.0,1.0,54268.29268292683,2,4875857.383910767
Varthur,3 BHK,1615.0,3.0,2.0,84670.73170731709,3,5242769.765158952
Keshava Nagar,2 BHK,1279.0,2.0,3.0,121951.21951219512,2,9534888.155761933
Kacharakanahalli,2 BHK,1256.0,2.0,1.0,73170.73170731707,2,5825695.1996271545
Benson Town,3 BHK,1805.0,3.0,2.0,341463.4146341463,3,18917640.699952703
Sompura,3 BHK,1350.0,3.0,1.0,79268.29268292683,3,5871725.383920506
SRINIVASAPURA,3 BHK,1525.0,3.0,2.0,83695.12195121951,3,5488204.718112755
Rajaji Nagar,2 BHK,1357.0,2.0,1.0,150000.0,2,11053795.13633014
Hebbal,3 BHK,1645.0,3.0,2.0,142682.92682926828,3,8673734.15375491
Ardendale,3 BHK,1777.26,3.0,2.0,112195.12195121951,3,6312814.216896768
Bisuvanahalli,2 BHK,845.0,2.0,2.0,39024.39024390244,2,4618271.034781354
Sidedahalli,2 BHK,900.0,2.0,0.0,30487.80487804878,2,3387533.8753387537
Varthur,2 BHK,1210.0,2.0,1.0,78231.70731707319,2,6465430.356782909
Electronic City Phase II,2 BHK,829.0,2.0,1.0,27804.878048780487,2,3354026.302627321
Sarjapur  Road,3 BHK,1879.0,3.0,2.0,189024.39024390245,3,10059839.821389167
Hosur Road,3 BHK,1250.0,2.0,2.0,60975.60975609756,3,4878048.780487806
Jeevanhalli,4 Bedroom,1200.0,2.0,2.0,42682.92682926829,4,3556910.569105691
Marathahalli,3 BHK,1108.0,2.0,1.0,73170.73170731707,3,6603856.652284934
Kanakpura Road,3 BHK,1401.0,3.0,2.0,84146.34146341463,3,6006162.845354363
Sarjapur  Road,3 BHK,1157.0,2.0,1.0,91463.41463414633,3,7905221.662415413
Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,1.0,52024.39024390244,2,4390243.902439024
Green Glen Layout,3 BHK,1751.0,3.0,2.0,140243.9024390244,3,8009360.504798652
Mahalakshmi Puram,5 Bedroom,1550.0,3.0,1.0,304878.0487804878,5,19669551.534225017
Bannerghatta Road,3 BHK,1880.0,3.0,2.0,117682.9268292683,3,6259730.150492995
Whitefield,3 BHK,1322.5,3.0,0.0,49981.70731707317,3,3779335.1468486325
Channasandra,2 BHK,1175.0,2.0,2.0,46341.46341463415,2,3943954.3331603534
Jalahalli,2 BHK,1407.0,2.0,1.0,120109.75609756098,2,8536585.365853658
Yelachenahalli,2 BHK,1000.0,2.0,2.0,60975.60975609756,2,6097560.975609756
Electronic City,3 BHK,1518.0,3.0,3.0,91463.41463414633,3,6025257.881037308
"Gubbi Cross, Hennur Main Road",4 Bedroom,3600.0,4.0,2.0,365853.65853658534,4,10162601.62601626
Tumkur Road,2 BHK,1027.0,2.0,1.0,81707.31707317074,2,7955921.818224999
Dairy Circle,4 BHK,3730.0,6.0,2.0,524390.243902439,4,14058719.675668607
HSR Layout,2 BHK,1145.0,2.0,2.0,56097.560975609755,2,4899350.303546703
Rajaji Nagar,2 BHK,1260.0,2.0,2.0,137804.8780487805,2,10936895.083236547
Begur Road,3 BHK,1500.0,2.0,3.0,57621.95121951219,3,3841463.4146341463
Varthur,3 BHK,1737.0,2.0,1.0,69902.43902439025,3,4024320.035946474
Byrathi Village,3 Bedroom,1600.0,4.0,1.0,146341.46341463414,3,9146341.463414634
Hegde Nagar,3 BHK,1500.0,3.0,2.0,164634.1463414634,3,10975609.75609756
Sabari Nagar,2 Bedroom,1120.0,2.0,0.0,73170.73170731707,2,6533101.045296167
Banashankari Stage V,3 Bedroom,1200.0,4.0,1.0,292682.9268292683,3,24390243.90243902
Hennur Road,2 BHK,1030.0,2.0,1.0,56707.31707317073,2,5505564.764385507
Gubbalala,6 Bedroom,2500.0,6.0,1.0,107317.0731707317,6,4292682.926829268
Kammasandra,2 BHK,1057.0,2.0,1.0,42682.92682926829,2,4038119.8513971893
Old Airport Road,4 BHK,2774.0,4.0,3.0,253658.53658536586,4,9144143.352031935
Thanisandra,2 BHK,1460.0,2.0,2.0,46951.21951219512,2,3215836.9528900767
Hormavu,2 BHK,1075.0,2.0,1.0,65487.80487804878,2,6091888.825865003
Mysore Road,3 BHK,1080.0,2.0,1.0,73170.73170731707,3,6775067.750677506
Kodihalli,4 BHK,3626.0,5.0,3.0,960975.6097560975,4,26502360.997134518
Singasandra,2 BHK,1139.7,2.0,1.0,54878.04878048781,2,4815131.067867667
Whitefield,2 BHK,1074.0,2.0,1.0,52195.12195121951,2,4859881.001044647
Whitefield,2 Bedroom,1200.0,2.0,1.0,56256.09756097561,2,4688008.130081301
Sarjapur  Road,4 BHK,2425.0,5.0,1.0,213414.63414634147,4,8800603.469952226
Sarjapur  Road,2 BHK,1323.0,2.0,2.0,90243.90243902439,2,6821156.646940619
Hennur Road,2 BHK,1232.0,2.0,1.0,84890.24390243902,2,6890441.875197972
Kalena Agrahara,2 BHK,900.0,2.0,1.0,48780.48780487805,2,5420054.200542006
Sarjapura - Attibele Road,1 BHK,740.0,1.0,1.0,28841.463414634145,1,3897495.0560316416
Hebbal,3 BHK,1920.0,3.0,2.0,163414.63414634147,3,8511178.86178862
Bannerghatta Road,3 BHK,1550.0,3.0,2.0,117073.17073170732,3,7553107.789142408
Gunjur,3 BHK,1588.0,2.0,3.0,109756.09756097561,3,6911593.045401487
Rajaji Nagar,3 Bedroom,2300.0,4.0,1.0,292682.9268292683,3,12725344.644750794
R.T. Nagar,9 Bedroom,3600.0,8.0,2.0,201219.51219512196,9,5589430.894308943
"Thanisandra Main Road, ",2 BHK,1308.0,2.0,1.0,104878.0487804878,2,8018199.448049527
Hennur,3 BHK,1340.0,2.0,2.0,66182.9268292683,3,4939024.390243903
Kogilu,10 Bedroom,3280.0,9.0,3.0,548780.487804878,10,16731112.43307555
Infantry Road,4 BHK,2170.0,3.0,2.0,323170.73170731706,4,14892660.4473418
Thanisandra,3 BHK,1719.0,3.0,2.0,164634.1463414634,3,9577320.904099094
Horamavu Agara,2 BHK,1107.83,2.0,1.0,50621.95121951219,2,4569469.252458608
Whitefield,2 Bedroom,1200.0,2.0,1.0,55902.439024390245,2,4658536.585365854
Electronic City,1 BHK,1090.0,2.0,1.0,38390.243902439026,1,3522040.724994406
Sarvabhouma Nagar,5 Bedroom,1500.0,5.0,2.0,256097.56097560975,5,17073170.731707316
Jakkur,3 BHK,1660.0,3.0,2.0,126829.26829268293,3,7640317.367029092
Nagavara,2 BHK,1247.0,2.0,1.0,71414.63414634146,2,5726915.328495706
Thanisandra,3 BHK,1595.0,3.0,2.0,117073.17073170732,3,7340010.704182277
Kaggadasapura,2 BHK,1175.0,2.0,2.0,60975.60975609756,2,5189413.596263623
Old Airport Road,2 BHK,1184.0,2.0,1.0,95121.9512195122,2,8033948.58272907
Byrasandra,2 BHK,1100.0,2.0,2.0,67073.17073170732,2,6097560.975609756
Kaval Byrasandra,2 Bedroom,935.0,2.0,0.0,95121.9512195122,2,10173470.718664406
Yelahanka,2 BHK,1200.0,2.0,2.0,73170.73170731707,2,6097560.975609755
Rajaji Nagar,5 Bedroom,2400.0,5.0,1.0,497560.9756097561,5,20731707.31707317
Neelamangala,2 BHK,1000.0,2.0,1.0,54878.04878048781,2,5487804.87804878
